name;job;city;age;children;balance
Северов Александр Ефремович;Водолаз;Куала-Лумпур;38;4;596680
Шлыкова Раиса Афанасиевна;Статистик;Берберати;59;2;354095
Гачегова Виктория Андрияновна;Администратор ресторана;Эль-Хардж;87;3;456421
Бутиков Трофим Никонович;Мясник;Монгомо;8;4;353638
Степашин Семён Федосиевич;Онколог;Боако;82;4;582642
Яробкин Капитон Арсениевич;Хореограф;Таш-Кумыр;59;1;400940
Грызлов Андрей Остапович;Тифлопедагог;Магданлы;33;0;949433
Леонидов Евгений Титович;Менеджер по закупкам;Тилбург;86;3;761444
Ягунова Полина Ильевна;Проводник;Сан-Луис-Потоси;32;4;118927
Уксюзова Каролина Фомевна;Сметчик;Беловар;5;3;425507
Панфёрова Диана Геннадиевна;Машинист;Сайтама;39;4;986634
Федорова Нина Елизаровна;Маркетолог;Белайт;77;4;956849
Эсмонд Ярослав Захарович;Телохранитель;Момбаса;29;4;599701
Оропай Никон Георгиевич;Логопед;Биндура;63;4;179779
Морозова Галина Ростиславовна;Администратор гостиницы;Ангоше;44;0;3448
Раскатов Вадим Вадимович;Маляр;Шах-Алам;32;1;686066
Моренова Оксана Данииловна;Сталевар;Джалинго;15;1;921326
Шишмарёв Денис Потапович;Официант;Заббар;34;2;215301
Ярцин Виктор Измаилович;Оператор кино и телевидения;Бутилимит;67;1;599060
Минаева Агния Евгениевна;Мультипликатор;Тикрит;16;3;7507
Игошев Егор Адамович;Правовед;Гебзе;60;3;663056
Кизюрин Леонид Онуфриевич;Оператор машинного доения;Франсистаун;21;2;516724
Алябьев Мстислав Еремеевич;Выпускающий редактор;Порт-Луи;70;3;3143
Ярыкина Алиса Леонидовна;Нейрохирург;Цхинвал;65;0;179962
Бутылина Светлана Петровна;Диспетчер;Бухара;43;2;816071
Пудин Никита Потапович;Капитан судна;Бенони;86;0;269043
Кудашов Николай Даниилович;Инфекционист;Уалата;9;0;882874
Балашова Марина Станиславовна;Автогонщик;Розо;80;1;140655
Катков Глеб Ульянович;Архитектор-проектировщик;Сефаду;82;0;806671
Петрищева Регина Мироновна;Токсиколог;Гродно;21;3;450928
Русаков Артём Еремеевич;Аппаратчик-оператор;Хлоце;35;0;638153
Лаврентьева Татьяна Алексеевна;Вирусолог;Триоле;19;3;287506
Страхова Оксана Петровна;Верстальщик;Хаапсалу;36;1;440765
Сафронов Иван Владиславович;Дерматолог;Накхонратчасима;6;0;5340
Васнецова Антонина Алексеевна;Облицовщик;Эль-Тигре;5;3;959748
Шулёв Юрий Евгениевич;Парикмахер;София;57;2;923554
Циолковский Артём Владиславович;Ювелир;Матеаре;44;4;285766
Пишенина Юлия Германовна;Менеджер;Чарлстаун;55;4;81604
Другаль Евгений Евстафиевич;Искусствовед;Ванкувер;15;3;702301
Клоков Евгений Мечиславович;Аниматор;Новогрудок;55;1;652496
Шуличенко Юрий Вячеславович;Станочник широкого профиля;Ванимо;29;0;279480
Казакова Валентина Ильевна;Менеджер по работе с клиентами;Замын-Уудэ;15;3;208648
Москвин Федор Фомевич;Лоцман;Нола;63;2;263275
Чурсунова Анна Александровна;Делопроизводитель;Гонаив;80;2;710297
Козакова Лилия Иосифовна;Вальцовщик стана горячей прокатки;Кередж;54;0;85357
Герасимова Марина Павеловна;Машинист;Нендельн;70;3;833466
Клинских Александр Игнатиевич;Стюардесса;Попаян;37;1;667481
Вельдина Зоя Федоровна;Радиомеханик;Бирнин-Конни;74;4;327484
